,average,XP,standard,energy,RMS,PulseFactor,ClearanceFactor,Kurtosis,freq_arggmax,freq_sum,power_sum,power_mean,energy_sum,IMFs_1_energy,IMFs_2_energy,IMFs_3_energy,IMFs_4_energy,IMFs_5_energy,label
signal_143,49.836593371232354,85.9619168639183,55.052260759307075,1818357.241704734,55.05084379772233,1.7248754589542012,0.03461062127793565,-1.5300253453387906,23155.517759860693,48939.89111420233,1818357.241704734,3030.5954028412234,1091014345.0228405,792320.8768235641,207343.09306174822,5850.206946478982,150.49185814141046,191.29176867338225,0
signal_144,49.74786866500974,85.8520647585392,54.910539212472735,1808449.746065244,54.90066402247554,1.7257435758031463,0.03468979922383994,-1.5351774232284756,23065.638858334547,51046.89800561035,1808449.746065244,3014.08291010874,1085069847.6391463,826301.6321994879,592180.1641282238,6968.9390231341595,229.5392790666533,310.6188650305434,0
signal_145,49.623621382514635,89.9292024075985,54.801671180584556,1800944.5559995556,54.786624827591446,1.8122257082850854,0.03651941671720962,-1.5276700151561875,23028.258816225694,50755.51453539954,1800944.5559995547,3001.5742599992577,1080566733.5997329,921617.9457875371,144884.17811511405,6773.637920128265,276.450027511913,270.19120273573753,0
signal_146,49.73940510387222,83.2153345644474,54.92569508548957,1809991.2104328575,54.92405681837509,1.6730263337622644,0.03363583320444697,-1.531589023539129,23097.331875990938,48874.75755865797,1809991.2104328582,3016.652017388097,1085994726.259715,584967.9427571262,339323.7295005493,3764.969251850875,6350.352171353206,177.97688598829075,0
signal_147,49.71535721267263,82.6049829423428,54.94576785101952,1810765.5061831824,54.93580353745,1.661558672684876,0.03342143687265589,-1.5290965408730903,23168.238090222076,46057.499864045916,1810765.5061831824,3017.942510305304,1086459303.7099094,868379.7303304598,170182.9107179693,5621.532375724793,206.83166470621694,258.6868614791757,0
signal_148,50.379989401747785,83.8256861865521,55.64575417490813,1857044.4839349058,55.633390512276975,1.6638686744869386,0.03302638000216045,-1.5348930826515905,23519.679683701564,41245.5172536461,1857044.4839349058,3095.0741398915097,1114226690.3609433,856791.5945913407,193627.1086211454,3086.7806791580515,4799.240004677949,173.28879475684639,0
signal_149,50.23905926813682,91.4550814628601,55.66829667316697,1858944.7128132414,55.6618467895386,1.820397969132829,0.036234714496084966,-1.5227302388784694,23537.899499761075,41095.12291730937,1858944.7128132423,3098.2411880220707,1115366827.6879454,684233.8727307242,654890.8789509761,4036.8475024809336,4215.882080771349,210.05715518146954,0
signal_150,50.74023931145668,93.5913121402264,56.04152430389036,1884033.4001836823,56.03619961215075,1.8445185401223432,0.036352184482225484,-1.5284241421329225,23685.109502531155,44483.40427021608,1884033.4001836828,3140.055666972805,1130420040.11021,904641.0849170163,174186.52543227118,3110.7153772794854,3044.6708368793393,244.43660386618035,0
signal_151,50.516219995667534,89.3188507854939,55.92085009871444,1875918.0288301301,55.9153829285843,1.7681222148679023,0.03500107915872453,-1.5235284492202477,23650.44737898864,39123.49793613538,1875918.0288301301,3126.530048050217,1125550817.2980783,745862.3188745711,845454.9952625534,4131.698447262952,3465.1933351520015,187.7828443230738,0
signal_152,50.9126230105261,84.9365373253822,56.306912941974794,1901680.532745876,56.29802442871739,1.6682805226480224,0.03276752255139375,-1.528248194708296,23742.139772407078,46309.07680445291,1901680.532745876,3169.46755457646,1141008319.6475258,672705.3480342942,311926.2619724665,3906.5608089648804,2409.5206636130333,126.19935562053027,0
signal_153,50.60832199951013,85.0463894307613,56.01545006355818,1882555.0848056262,56.01421076842355,1.6804823015389545,0.033205651464895854,-1.524433641177768,23655.461124444806,45213.270986068725,1882555.0848056255,3137.5918080093757,1129533050.8833752,633850.4236031598,777154.4476999829,4394.623245966991,2865.524158914447,246.96455113774016,0
signal_154,50.836512144605315,88.2934712469578,56.24153625719362,1896958.6788189316,56.22808726990055,1.7368121360451623,0.03416465966635891,-1.5232986590064839,23738.866641546214,46081.25966858496,1896958.6788189323,3161.597798031554,1138175207.291359,817207.3406633752,228841.86321936286,3773.0282055082753,2679.693960840077,307.1895416637873,0
signal_155,50.70430992732445,85.3515652418137,56.10999029754948,1888371.18190493,56.10067114727669,1.6833197289175197,0.03319875038887734,-1.5261432717184118,23709.373031473737,42801.13448363762,1888371.1819049302,3147.2853031748837,1133022709.1429582,713825.7954749193,898359.9182061898,4536.187364954652,2757.519619320325,150.81274427290248,0
signal_156,50.83785493681828,94.5068395733833,56.255298481697146,1898838.2942520874,56.255937379268204,1.858985586446108,0.03656695564272865,-1.5261813024227822,23761.314200313554,44749.93048646784,1898838.2942520878,3164.7304904201465,1139302976.5512528,851136.4900249124,203821.9573055677,3787.6231874756295,2656.9051010159337,263.0053702558094,0
signal_157,50.517237248371046,85.3515652418137,55.882218606173616,1873265.808054822,55.87584164995969,1.6895533067688873,0.033445085257970394,-1.5300307426351063,23627.545633949045,41932.95334196266,1873265.8080548227,3122.109680091371,1123959484.8328936,736796.8137860568,831002.4172637429,4102.757841142068,3701.530425517033,167.79329146348624,0
signal_158,50.59218840892116,85.656741052866,55.97109654909533,1878995.2988099875,55.96122614230302,1.6930823462414553,0.03346529176711609,-1.5271484723152513,23646.566894036638,44279.149552015675,1878995.2988099882,3131.65883134998,1127397179.285993,919055.0621335318,168290.73256650168,3166.023746106721,3064.044575016092,237.44761207146303,0
signal_159,50.46863283962011,85.3515652418137,55.81684704532984,1868722.6410139126,55.808043640887355,1.6911804508960058,0.033509535641083464,-1.5326953350126624,23600.853357963617,40517.4510334252,1868722.6410139124,3114.5377350231875,1121233584.6083474,823790.753231998,212559.95882337587,2944.6058123757143,3167.5147990309147,186.12281403392558,0
signal_160,50.606104407260815,88.0981475412846,56.06787982508076,1885577.9995727902,56.05916516759756,1.7408600913498598,0.034400199575529596,-1.5231583530559316,23694.350996886526,42097.88737900014,1885577.9995727905,3142.629999287984,1131346799.7436743,932628.1321896405,164085.6217724972,2997.088219915284,2610.9346671289277,160.43519166274314,0
signal_161,50.16512536029021,86.8774442970753,55.42940955580676,1843193.4667168376,55.42552761313806,1.7318295065170093,0.03452257906421766,-1.5322193951059302,23418.838831708472,42126.129524857824,1843193.4667168374,3071.989111194729,1105916080.0301025,734517.7565657999,695237.0423935023,3438.5325417257773,4906.388105706424,200.87667477790063,0
signal_162,49.61955237170061,83.2153345644474,54.828080259215135,1803585.8742313995,54.82678594494057,1.677067417720346,0.03379851968750979,-1.5343119990263907,23045.03252202042,49282.07152793602,1803585.8742313997,3005.976457052333,1082151524.53884,769122.5463042842,214813.38726421294,5918.958861426992,2589.3643908332583,162.88390940526577,0
signal_163,49.729741203188894,83.7158340811729,54.951304819181814,1811566.2749379,54.94794923285581,1.6834158404147228,0.033851288980904136,-1.5319637627253215,23130.774216079182,49094.33115475235,1811566.2749378998,3019.2771248964996,1086939764.96274,834738.3677905286,183533.55087214676,5522.361384228324,2676.6863375808202,266.41246368642504,0
signal_164,49.722762886931505,87.0727680027485,54.897380886258006,1807797.2533042608,54.89075898704415,1.7511651192985818,0.035218580336750266,-1.5319881433137361,23075.75892343603,50262.462424847174,1807797.2533042608,3012.995422173768,1084678351.9825568,585170.2716218404,346138.0378968237,3032.084493607921,6437.065248951012,243.47508320733758,0
signal_165,49.77875241979957,99.6948283612728,54.942461313183266,1810635.858359094,54.93383684577739,2.0027586774476704,0.04023320352743654,-1.5266097806665473,23084.537034541143,51146.85934391039,1810635.8583590942,3017.7264305984904,1086381515.0154567,725871.0989964586,245503.69709999883,6626.555311259269,261.5664336169434,220.5627920724786,0
signal_166,49.881637395521004,89.3188507854939,55.135045795613266,1823274.1281244454,55.125223024861704,1.7906158548338682,0.03589729504337907,-1.522197996308928,23187.659201818886,48838.78573890866,1823274.1281244447,3038.790213540741,1093964476.874667,790650.6693362691,214803.18798699902,7088.3861270113175,168.40970828423147,148.17261956788724,0
signal_167,49.70042396162947,83.8256861865521,54.972700859829075,1812376.9781383579,54.96024287516626,1.6866191373190011,0.033935709253126944,-1.524589125059123,23184.720701489252,47376.75401984599,1812376.9781383583,3020.6282968972637,1087426186.8830152,935518.5105880024,140486.5060889743,4872.574195922432,271.1199079964463,271.50831217723896,0
signal_168,50.18121831670403,84.0210098922253,55.50430192090696,1847935.841042033,55.49678430687122,1.674351733789151,0.033366103692859174,-1.5270887429807383,23459.664946562883,41183.91842300202,1847935.8410420325,3079.8930684033876,1108761504.6252193,850138.3814716649,191182.32838842235,2943.116281875316,4717.744495391311,283.12760174746165,0
signal_169,50.344161836107574,91.1499056518078,55.68873682695376,1860047.1314460875,55.67834904529898,1.8105357667596274,0.03596317230692447,-1.5284722997332085,23550.065572840947,38864.57691935277,1860047.1314460877,3100.078552410146,1116028278.8676527,704446.0307154965,612020.4907537671,4732.644891177851,3667.667726234331,174.09346108178397,0
signal_170,50.56879159674048,92.6757847070694,55.91631065780066,1875661.2592979684,55.911556040142074,1.8326675758066366,0.03624107909125448,-1.5246355846633883,23636.86060789497,41980.77864629707,1875661.2592979688,3126.102098829948,1125396755.5787811,892217.4539842283,177846.65972839756,3369.3096076588267,2902.2204474267055,209.3015595029547,0
signal_171,50.39669280300538,88.9038228690624,55.74815088820253,1864207.5508325875,55.74058292412252,1.7640804966424437,0.03500389407570895,-1.526319238173278,23563.83393317299,42249.52005116324,1864207.5508325873,3107.012584720979,1118524530.4995527,738890.8335635501,849775.4526416683,4244.643552526292,4112.435774798252,218.03376767712552,0
signal_172,50.75208017021418,84.741213619709,56.22721594911321,1896957.4767421226,56.22806945441222,1.6697091692695318,0.03289932478963621,-1.5213385110168827,23697.927889061542,47822.13193257637,1896957.4767421228,3161.595794570205,1138174486.0452738,594810.5817345456,682651.4585030957,4207.258562132954,1837.4973532534934,213.48946924310357,0
signal_173,50.60185230960449,85.0463894307613,55.953250348975004,1878043.6241297189,55.94705270952943,1.680697159274129,0.033214143011818645,-1.5260268276161768,23629.62152150441,43956.61755213755,1878043.6241297189,3130.0727068828646,1126826174.4778314,676683.1938509049,867058.3888916118,4868.051599821076,3133.740174500899,189.48968368276445,0
signal_174,50.77441909551621,85.0463894307613,56.238737548411905,1897126.3531779894,56.23057224763633,1.6749849815272742,0.03298875716089067,-1.5214927987576408,23726.117613108738,47085.89664383872,1897126.3531779908,3161.877255296651,1138275811.9067945,649257.8960554698,330511.94417220994,4382.478082672532,2832.423579948041,276.20666238346337,0
signal_175,50.578597950090966,84.741213619709,56.00105480939325,1881196.4535490624,55.99399452246438,1.6754361934533732,0.0331253981201027,-1.5252825649936055,23664.26002720949,42265.76033104848,1881196.4535490624,3135.3274225817704,1128717872.1294374,714878.8173976424,889630.8618509015,4406.836179765098,3351.0359493356486,217.3459525166353,0
signal_176,50.731552029301724,90.5395540297031,56.1269382654299,1889893.167172986,56.12327454174703,1.784679364380749,0.035178883613691675,-1.5287638162763217,23704.869056548272,44905.335199012465,1889893.1671729865,3149.821945288311,1133935900.303792,885506.8684203641,185014.77976831218,3294.7457331026458,3125.1053704774135,187.51247365211714,0
signal_177,50.606104407260815,84.4360378086567,55.88476028466367,1873303.1134742005,55.876398020902656,1.6684951113633255,0.032970234142818834,-1.536741417958686,23630.031948596396,40166.297353722955,1873303.1134742002,3122.1718557903337,1123981868.0845203,745742.4002615267,838200.2643510401,4391.608664415429,3744.976644678465,277.0253829151115,0
signal_178,50.60301201497515,85.0463894307613,55.98554517863857,1879939.5483946395,55.975285445075954,1.6806586415368552,0.033212620644784766,-1.5272600533350607,23646.96404225777,44466.55418181889,1879939.5483946397,3133.232580657733,1127963729.0367837,865171.7308534652,195613.63961079085,3551.85221635242,3012.3209968801666,300.16977907637965,0
signal_179,50.52602634901802,84.741213619709,55.848586236348055,1870635.9920468705,55.836606750513155,1.6771794606277397,0.033194366979154614,-1.5335496553980497,23610.38580240759,41518.670069183194,1870635.9920468696,3117.726653411449,1122381595.228122,898886.2844613296,177399.86010519142,3499.3073932593006,3194.141547322577,266.16838157570686,0
signal_180,50.49689219430089,84.1308619976044,55.92839423912168,1876098.5051531314,55.918072587687476,1.6660601938409876,0.0329933213994706,-1.5204491949160897,23635.570546899235,43127.653528132745,1876098.5051531321,3126.830841921887,1125659103.0918794,949167.6915884346,153976.92353104777,3045.9531415174406,1993.6330339164463,145.2636229633235,0
signal_181,50.06561768218875,83.8256861865521,55.343480487972656,1837182.2671594066,55.33507427722201,1.6743164284653131,0.033442440260973046,-1.5295029895564247,23367.339254555063,44653.15296423214,1837182.267159406,3061.970445265677,1102309360.2956436,676137.5471635064,596119.0088534588,3572.731670082637,4672.7566004436285,249.5173965080226,0
signal_182,49.78092937787374,81.6894555091858,54.9464825911637,1811054.6067275528,54.94018879241244,1.6409789156225463,0.03296400722385702,-1.5374465248792881,23100.47714327323,48169.43178241342,1811054.6067275535,3018.4243445459224,1086632764.036532,859449.9326190787,172512.65185599122,5811.672645029121,2328.2526191362776,150.9645218884154,0
signal_183,49.73330158765118,83.2153345644474,54.910218080853596,1809133.6927393135,54.91104461975013,1.673231655810879,0.03364408962195955,-1.5345404669037501,23099.302301591306,48713.50037233689,1809133.6927393135,3015.2228212321893,1085480215.643588,701983.5504679795,254881.88895668022,6192.5711626956545,3019.2962960530986,240.51497764922055,0
signal_184,49.76719646637638,86.1572405695915,54.96231962132981,1811740.36301836,54.95058936624126,1.731205426204807,0.03478607494746948,-1.530876759425721,23093.864808917366,49463.581349728,1811740.36301836,3019.5672716972667,1087044217.811016,811552.2542093291,202874.31859721104,2791.0907204103078,6319.429709583557,184.89295338849595,0
signal_185,49.69820636938016,88.4033233523369,54.93361206727526,1809847.069546301,54.921869802267004,1.7788030959363468,0.03579209846559563,-1.5314572235790582,23081.262758794754,49380.07068078011,1809847.0695463005,3016.4117825771673,1085908241.7277803,612301.9238994869,426257.30011538713,6501.652746713471,3109.9031237373083,110.82445415587075,0
signal_186,49.777084088077146,83.8256861865521,54.90305176254976,1808345.1462923395,54.899076286891194,1.6840216280694202,0.03383126309869134,-1.5361888578513763,23093.01778337604,49288.87921903018,1808345.14629234,3013.9085771539,1085007087.775404,838989.2051650371,180432.00723272044,6320.656764826072,134.82497680555076,267.4310194945986,0
signal_187,49.87738529786468,88.0981475412846,55.10968716009788,1821444.9696928405,55.09756452108145,1.7662944241196263,0.035412730911442626,-1.5338635874082442,23240.16185450044,44544.72317201271,1821444.9696928412,3035.7416161547353,1092866981.815704,894870.7784292239,162864.13531352323,2865.221478894823,5267.791530182093,162.79926039705452,0
signal_188,50.06364436109861,83.2153345644474,55.35847650106305,1838334.9649084094,55.352430914826876,1.6621909097194878,0.03320155635755263,-1.529068022227318,23396.172347608815,41635.627016056314,1838334.9649084094,3063.8916081806824,1103000978.945046,856603.6487713316,183472.59026103115,3301.1214890316987,4481.202904856495,231.39813898468145,0
signal_189,50.39396658440431,90.5395540297031,55.68809401636663,1860001.80211171,55.67767060069518,1.7966347990896763,0.035651783752336935,-1.5298419974413098,23551.8830452604,38382.86426423657,1860001.8021117107,3100.0030035195177,1116001081.2670264,696152.1137457921,603671.430721637,4331.824565837337,3847.29475746266,179.24593500300105,0
signal_190,50.65336602379878,96.9482460618019,56.07028904708926,1886381.837503026,56.071113143683085,1.9139546622874402,0.037785340097402316,-1.524113055946259,23695.883292109753,44498.62050031247,1886381.8375030262,3143.9697291717102,1131829102.5018156,812266.980407782,220195.23498079076,3105.5848182804093,3604.8040229417875,272.74542729243547,0
signal_191,50.44741298551361,88.4033233523369,55.8243182394372,1869294.148891502,55.816576822235376,1.7523856650037266,0.034736878688049644,-1.5226296700443995,23600.933213227145,40936.81631211203,1869294.1488915025,3115.490248152504,1121576489.3349013,741862.1709163156,854700.7842383782,4571.910867638882,3421.2960701115703,250.60069634839206,0
signal_192,51.00214124843478,84.741213619709,56.38705142473185,1906935.9278795514,56.37576204776232,1.6615226644491057,0.032577507998256774,-1.5271690551994965,23778.771233586263,46385.501118593544,1906935.927879552,3178.22654646592,1144161556.7277312,650322.5637907087,914733.8609577431,4323.953567612619,2045.4880258086623,201.84286069947052,0
signal_193,50.527084235896666,83.8256861865521,55.92794569746674,1876145.2871461762,55.91876976392,1.6590248072735343,0.03283436660480974,-1.522117578840829,23618.223566238004,44347.11550955991,1876145.2871461767,3126.9088119102944,1125687172.2877057,699355.6790980976,900806.0293743508,4955.7852223800055,3128.5433254031013,167.9066603281654,0
signal_194,50.79938242092729,86.2670926749706,56.1797506465028,1893077.1520307534,56.1705313017237,1.6981917606823513,0.03342937807020987,-1.5271677698724528,23718.021087332512,44379.750893520904,1893077.1520307537,3155.1285867179226,1135846291.218452,654541.7079221052,564565.3519845686,4164.830200137409,2273.5622000287153,224.22385256601177,0
signal_195,50.60828136533499,84.1308619976044,56.00076040476516,1880818.1475066864,55.9883640813977,1.6623931840378852,0.03284824418433165,-1.528690389789957,23661.263591088704,43262.817279118,1880818.1475066864,3134.696912511144,1128490888.5040116,704528.2194940574,867164.2069659119,4761.699706920327,2815.043826219976,283.159935727982,0
signal_196,50.73802171920737,95.117191195488,56.13376431140948,1890433.2969140215,56.13129395910421,1.8746728384855509,0.036948086956568815,-1.5289340802244373,23704.03227945233,44921.654417657206,1890433.2969140224,3150.7221615233707,1134259978.1484137,818989.4349741295,219192.44961888954,3241.286064946233,3278.830613150567,164.5358801211405,0
signal_197,50.53471363117298,84.4360378086567,55.89070524171163,1873644.7041884596,55.881492228173656,1.6708522071562957,0.03306345454633405,-1.5306820787661857,23630.093938978796,40379.50404714212,1873644.70418846,3122.7411736474332,1124186822.5130758,745865.07882903,851309.7968669899,4380.8527694067225,3765.9352943257,196.2240851175594,0
signal_198,50.55676765114069,94.201663762331,55.94352987608379,1877233.5004147673,55.93498458649362,1.863284939661398,0.03685530199475396,-1.5255446953798435,23638.393885509155,42421.75711695001,1877233.5004147673,3128.722500691279,1126340100.2488604,771148.1098881725,243527.31601378715,3907.264202524003,2915.9865495381896,191.02769224125595,0
signal_199,50.61202483663956,92.6757847070694,55.9489861528144,1877804.7359944822,55.94349434912699,1.831102094930978,0.036179190633870636,-1.529842507935464,23660.47952137264,39035.504888857315,1877804.7359944824,3129.674559990804,1126682841.5966897,871359.244450693,189504.61031015645,3155.7263920026494,2917.0061948166067,141.15814796638617,0
signal_200,515.6987815872828,949.781406015158,576.046032183819,198769523.08215925,575.5714885835341,1.8417367655820338,0.003571342092206043,-1.3891846105083134,237840.70788432073,365106.49163276795,198769523.08215934,331282.5384702656,119261713849.2956,178543866.53975952,2621482.9112768956,8646993.816723201,197333.47199006774,71175.5261828368,1
signal_201,517.9832701397439,952.222812503576,578.4697547967298,200446301.97092614,577.9940916233863,1.8383273503151578,0.0035490091211231693,-1.3897014144479933,238866.64825153013,364953.37204835814,200446301.97092605,334077.1699515434,120267781182.55566,156252354.78238782,10332427.564133376,8697545.035468165,206663.18152844883,72896.40017283737,1
signal_202,521.9785167198877,959.24185615778,582.7097082315632,203394771.84437943,582.229582215898,1.8377037089297363,0.0035206500843710277,-1.3936184472459394,240576.69965837142,395141.3589975693,203394771.84437943,338991.28640729905,122036863106.62762,137213081.14427978,17496683.49424747,8797564.523048783,221092.6593776234,72662.20315984046,1
signal_203,522.4998587304353,957.715977102518,583.1702431875101,203716697.15419555,582.6901651738477,1.832949734052687,0.0035080387169986404,-1.394343364702408,240797.5912366232,401772.94515747624,203716697.15419555,339527.8285903259,122230018292.51732,161557145.25391394,9917628.464855455,8493124.946053667,198923.87154357607,71528.31795123326,1
signal_204,523.0547700801989,959.547031968832,583.7188573740513,204099325.18239537,583.2371232789104,1.8345058430911676,0.003507292061995509,-1.3951484404225891,240987.63538710348,409095.59131481434,204099325.18239534,340165.5419706589,122459595109.43721,187643019.15266907,1543705.071776139,8577285.236408819,221109.05318956097,71516.69304528506,1
signal_205,523.1208915059268,959.24185615778,583.9591701575307,204268470.15317217,583.4787487606442,1.83369058994447,0.0035052903061580268,-1.3944827848416883,240995.47124635533,418954.9792397476,204268470.1531722,340447.450255287,122561082091.90332,84588922.27036187,73083120.27326992,8566509.216696754,214722.58223902318,76067.33850444712,1
signal_206,526.1556173401077,964.429844945669,587.2509597693848,206578361.3937846,586.7684969301275,1.8329745291349044,0.003483711793102586,-1.3953496164717234,242490.72049309948,403140.82471706276,206578361.3937847,344297.26898964116,123947016836.27081,134562175.27829593,16974490.66630811,8658382.097493282,225029.0843777698,77522.21360148111,1
signal_207,528.6529727272192,970.228185355663,589.7719511447459,208355402.91687566,589.2868612666156,1.8352837029373767,0.0034716227801945393,-1.3987095118432062,243634.86300132432,380138.3053652477,208355402.91687572,347259.00486145954,125013241750.1254,168769965.18349475,5487414.699966423,8790206.894680254,218572.68666950148,82289.49450998798,1
signal_208,526.9981501853466,963.20914170146,587.9364482281151,207060776.06242922,587.4532265954304,1.8277277469810793,0.0034681862665708837,-1.397986614828991,242797.26055946338,404288.5196158183,207060776.06242925,345101.2934373821,124236465637.45757,160647181.1812783,11098622.544148747,8813526.730161626,220381.24280562488,77321.54834161224,1
signal_209,527.4251487140854,965.345372378826,588.4634130777055,207431793.77478078,587.9792992030427,1.8302983366121874,0.0034702523022928193,-1.398249351483695,242988.98932071455,405431.0077641743,207431793.7747808,345719.65629130136,124459076264.86848,89042645.39716722,68127738.68318912,8586095.787081813,221045.94301836335,77170.17771565176,1
signal_210,531.8893622034292,976.33170157671,593.5209764504062,211012839.89428818,593.032938790486,1.8355917056361377,0.003451078055090126,-1.4009271220394601,245154.24730471228,395554.96436234144,211012839.89428824,351688.0664904804,126607703936.57294,161039372.46573144,3485697.3802295984,8825522.612963611,215333.04325366337,90731.68266756205,1
signal_211,529.477964669764,966.566075623035,590.7179499067637,209023119.32132548,590.230349554767,1.825507651155763,0.0034477499971020216,-1.401931010034813,244039.01967572438,393195.03203694697,209023119.32132554,348371.86553554254,125413871592.79529,160153538.40595952,2259943.080491524,8591152.76463474,219290.97422459978,81136.48511103082,1
signal_212,528.2323387343188,964.429844945669,589.2824883102832,208009926.1415308,588.7981065152,1.8257682732119536,0.003456373529849802,-1.4013273461680311,243377.9998560029,411808.9652837933,208009926.14153087,346683.21023588476,124805955684.91849,143426854.4895758,17069302.83395009,8808309.408805706,214552.05707384445,80675.75333463537,1
signal_213,531.4336329922577,968.397130489349,592.7968809525643,210497512.72899118,592.3083554042202,1.8222353091142376,0.0034289047511992625,-1.4044091113870938,244884.30859779604,415199.27747716976,210497512.7289912,350829.18788165203,126298507637.3947,188179232.50958824,3111294.204980028,8473028.179820288,217264.24409701108,84359.28534569533,1
signal_214,531.6622538309296,967.786778867245,593.0300228595318,210662265.40076745,592.5401046916113,1.8203037208186017,0.0034237971714227893,-1.4052567855959213,244951.7066556702,415609.27433235117,210662265.40076745,351103.77566794574,126397359240.46046,175694631.27648172,5679775.351864196,8764615.571416318,227182.375694645,81717.69469642529,1
signal_215,531.2009297298888,969.923009544611,592.397696030512,210213018.8760558,591.9079586051306,1.8259060842340933,0.003437317184596328,-1.4065162146449781,244595.08886551,434181.648480081,210213018.8760558,350355.031460093,126127811325.63351,160210486.57554755,2658577.2980990894,8638131.805158691,224140.75066822115,83734.02044400334,1
signal_216,532.3031096212566,969.617833733559,593.6295207714761,211088158.01631466,593.1387668108179,1.8215520747633052,0.003422020352387896,-1.407440669753925,245116.70846398844,437511.0967745131,211088158.0163147,351813.5966938578,126652894809.78882,159976172.49461704,2660555.2833836693,8483949.341464464,224567.9795537772,91905.07891115177,1
signal_217,532.6533189837635,970.838536977768,594.11170351034,211433985.68568814,593.6244403179619,1.822646179751602,0.0034218245053442733,-1.4059185857537786,245337.29648839333,430251.5001427172,211433985.6856882,352389.9761428137,126860391411.41293,144563543.1949739,17017209.692770924,8720424.384116378,228531.57524972316,85478.58518134075,1
signal_218,530.8583631755412,966.871251434088,591.959786458404,209904629.41905236,591.4736249671273,1.821335630186481,0.0034309257544544174,-1.4054162773976862,244269.792714982,450374.4098513732,209904629.41905233,349841.0490317539,125942777651.43141,99816613.08428615,48915437.429960445,8577807.705750499,227249.61631575052,86154.37813595036,1
signal_219,532.3669489348431,968.397130489349,593.440373565133,210956382.9433396,592.9535998476041,1.8190406681461213,0.0034168925621428,-1.4059273250396815,245038.56230569637,433732.1667213098,210956382.94333965,351593.9715722327,126573829766.00378,160233172.3416031,2520778.6924796384,8668322.146665059,209089.77851220328,83684.28682479159,1
signal_220,515.2537335294982,948.560702770948,575.5090687505635,198398948.81713152,575.034707383145,1.8409584269740047,0.003572916229763933,-1.3886904871472394,237605.0296464843,367246.2825778629,198398948.81713152,330664.9146952192,119039369290.2789,179129921.28314048,2336388.3595281607,8619735.146164492,199965.1972856454,70188.08130600266,1
signal_221,518.2805689487855,952.222812503576,578.8361164365539,200700174.56800127,578.3600011642133,1.8372728393714315,0.003544938686584223,-1.3897033218729522,239021.14343972487,361786.3843784948,200700174.56800133,334500.2909466689,120420104740.80077,155444741.86065072,10486395.79236507,8689812.273829125,209791.98842048593,74630.33174504139,1
signal_222,522.5970063636204,959.24185615778,583.2865460491047,203797688.2660327,582.8059829623587,1.835528800351268,0.003512321689562294,-1.394386796862382,240839.5260020248,391889.13766925235,203797688.26603276,339662.81377672125,122278612959.61964,169090141.94500008,7368482.739372268,8794217.817505037,213755.22995392262,72910.72013449515,1
signal_223,522.5158871669571,958.631504535675,583.3239621564552,203823992.06217852,582.8435926017925,1.834645659739276,0.003511176798253141,-1.3941733642703873,240858.86923646886,399743.7267441102,203823992.06217858,339706.6534369643,122294395237.30716,137021081.28479475,18089821.154147364,8549448.840340696,209134.91106785234,71290.51587665765,1
signal_224,523.9359719410538,959.852207779884,584.7774046065723,204840337.7621735,584.2949280431551,1.8320028766566032,0.0034966159507420027,-1.3957811286119388,241452.22451306786,404623.5064542108,204840337.76217347,341400.5629369558,122904202657.30408,189653804.53197283,1218214.765467229,8532452.243221562,214542.71376180262,73902.65809923402,1
signal_225,523.9611422390243,960.767735213041,584.8452739563703,204888927.58637947,584.3642237314833,1.8336621893513454,0.003499614840741095,-1.3945711839545372,241394.54887965036,414574.23619174765,204888927.58637956,341481.5459772993,122933356551.8277,83525637.54691401,79746702.45038156,8636921.671248915,206919.28579340238,76759.04624796391,1
signal_226,524.6688891010483,962.903965890408,585.5339640618172,205372483.03721786,585.0533922033924,1.8352602677475662,0.003497939950074122,-1.3944142648541056,241728.6434237228,413409.8593407824,205372483.03721792,342287.47172869655,123223489822.33075,132242738.1290608,16302354.722880349,8546016.824061219,222050.56560758763,72987.43695459393,1
signal_227,525.0824023250242,964.429844945669,585.863015436211,205602704.39552402,585.3812210795116,1.8367209426087188,0.0034979670514110944,-1.396655016377391,241962.76572859677,393546.9299418646,205602704.39552402,342671.17399254005,123361622637.31442,169254556.6981303,5927286.83593072,8699752.616462585,223784.36643252973,72846.12693555947,1
signal_228,527.4770286019643,964.124669134617,588.4092038520132,207394066.51560336,587.9258265512798,1.8278040878670154,0.003465182346824589,-1.3985214667463135,242987.47388292718,404802.88747561246,207394066.5156033,345656.7775260055,124436439909.36203,158821017.23943532,11468933.096581485,8799293.46140258,222873.45215532195,77273.95890725582,1
signal_229,528.2994774127503,966.260899811983,589.5414294895631,208192470.68294233,589.0564074333096,1.8290021874412374,0.0034620556438905445,-1.398695439862104,243451.79531714134,402241.6065792743,208192470.68294233,346987.4511382372,124915482409.76541,87116280.6730104,75671761.09226204,8643335.213881169,214813.13427479737,79847.6491465446,1
signal_230,525.4758315145473,974.500646710396,586.2925730763502,205904862.30295667,585.8112072203193,1.8545108799802488,0.0035292029980429434,-1.3962047948634917,241934.672001181,435421.82034234743,205904862.30295673,343174.7705049279,123542917381.77405,163174628.8253193,4260398.974726385,8735179.987605717,239959.27277682885,70106.9498980584,1
